Type,domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,having_repeated_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
1,20,4,0,0,0,0,3,3,0,3.60869497
1,14,4,1,0,2,0,1,9,0,3.521640636
1,28,2,2,0,16,0,2,4.666666667,0,3.780394654
1,33,2,1,0,1,0,2,11,0,3.980169408
1,15,1,0,0,0,0,1,11,0,3.323231429
1,10,1,0,4,27,0,1,6,0,2.846439345
1,46,5,1,0,0,0,4,6,0,3.943756859
1,19,1,1,0,22,0,1,15,0,3.471354487
1,14,1,0,1,1,0,1,10,0,3.378783493
1,29,3,0,0,0,0,3,3,0,3.686457945
1,20,4,0,0,24,0,2,7,0,3.58418372
1,17,3,0,0,1,0,2,3,0,3.337175341
1,18,2,1,0,17,0,1,15,0,3.530493057
1,16,2,2,0,0,0,1,5.5,0,3.327819531
1,18,6,1,7,10,1,2,3,0,3.308270835
1,19,2,1,0,0,0,2,3,0,3.366091329
1,19,1,0,0,27,0,1,11,0,3.471354487
1,19,3,0,0,0,0,2,12,0,3.22109725
1,28,6,0,1,5,1,3,9,0,3.994680368
1,14,2,0,0,0,0,2,7,0,3.521640636
1,28,3,0,0,0,0,3,15,0,3.526129816
1,29,2,1,0,17,0,2,19,0,3.538509874
1,13,2,0,0,4,0,1,9,0,3.39274741
1,24,3,0,0,0,0,2,3,0,3.772055209
1,30,7,0,2,24,0,5,3,0,3.911080496
1,22,3,0,1,0,0,3,9,0,3.845350937
1,21,3,0,0,0,0,2,3,0,3.748994804
1,16,3,0,0,0,0,2,8,0,3.327819531
1,15,3,0,0,0,0,1,11,0,3.323231429
1,15,3,0,0,0,0,1,11,0,2.923231429
1,25,3,1,0,0,0,2,19,0,3.78346519
1,26,2,0,0,1,0,2,13,1,3.840265565
1,24,3,1,0,4,0,3,8,0,3.886842188
1,25,4,0,0,11,1,3,10,3,3.75326969
1,9,1,0,0,0,0,1,6,0,2.725480557
1,25,4,0,0,34,0,3,6,0,3.83326969
1,26,4,0,0,0,0,2,19,0,3.921029622
1,34,9,0,0,0,0,5,2,0,3.264693181
1,14,1,1,0,3,0,1,4.5,0,3.807354922
1,22,2,1,2,3,0,1,18,3,3.533771256
1,13,1,0,0,19,0,1,9,0,3.546593564
1,25,2,0,4,16,0,2,3,0,3.70346519
1,11,2,0,0,21,0,2,3,0,2.845350937
1,19,3,0,0,0,0,2,3,0,3.536886724
1,9,2,1,0,1,0,1,5,1,2.947702779
1,28,2,0,0,5,0,2,4,0,3.940759833
1,16,6,1,0,1,0,2,3,0,3.452819531
1,11,5,0,0,9,0,1,8,0,3.095795255
1,19,2,1,1,28,0,1,7,0,3.721611724
1,25,3,0,0,8,0,3,10,0,3.452878689
1,36,3,0,0,35,1,3,15,15,4.294653474
1,22,3,1,1,0,0,2,3,0,3.788754914
1,29,2,0,0,1,0,2,20,0,3.88333746
1,15,1,0,0,0,0,1,11,0,3.139572262
1,14,2,0,0,0,0,1,10,0,3.378783493
1,18,2,0,0,0,0,2,11,0,3.419381946
1,39,7,1,3,11,1,5,6,3,4.262984194
1,31,3,3,1,6,0,2,3,0,3.62244752
1,12,3,0,0,0,0,2,2,0,2.918295834
1,26,2,0,0,4,1,2,15,4,3.87314068
1,13,3,0,1,0,0,2,3,0,3.180832987
1,16,3,0,0,0,0,2,3,0,3.452819531
1,16,2,1,0,0,0,1,6,0,3.280639062
1,24,3,1,0,0,0,2,3,0,3.65726823
1,28,3,0,0,0,0,2,8,0,3.79790269
1,19,1,0,0,19,0,1,15,0,3.40582225
1,15,7,1,7,8,0,3,3,0,3.139572262
1,10,5,1,7,8,0,1,6,0,2.846439345
1,25,4,1,0,0,0,3,3,0,3.612878689
1,18,3,0,0,0,0,3,4,0,3.683542362
1,17,3,0,0,4,0,2,3,0,3.057476076
1,10,2,0,0,0,0,2,4,0,2.921928095
1,14,3,0,0,0,0,2,4,0,3.039148672
1,14,6,1,1,2,0,2,3,0,3.039148672
1,28,6,0,0,0,0,5,5,0,3.651478923
1,13,4,0,0,11,1,3,2,2,2.81507241
1,11,1,0,0,25,0,1,7,0,3.095795255
1,17,2,0,0,0,0,1,13,0,3.101881223
1,27,6,0,0,3,0,2,3,0,3.70804815
1,35,5,0,0,11,1,4,13,9,4.071581588
1,29,5,0,0,37,0,4,3,0,3.771437029
1,12,2,0,0,0,0,1,8,0,3.084962501
1,17,5,1,0,0,0,2,11,0,3.381580488
1,20,4,0,0,36,0,3,6,0,3.546439345
1,16,2,0,0,21,0,2,10,0,3.327819531
1,19,4,0,0,0,0,2,3,0,3.431623566
1,17,2,0,0,0,0,1,13,0,3.381580488
1,31,4,1,0,15,0,2,8.5,0,3.824533407
1,29,7,0,0,10,1,3,6,3,4.323161167
1,12,3,0,0,17,0,1,9,0,3.418295834
1,12,3,0,0,0,0,2,2,0,2.751629167
1,22,3,0,0,0,0,2,8,0,3.788754914
1,10,2,0,1,0,0,1,7,0,2.446439345
1,34,2,0,0,0,0,2,21,0,3.892486651
1,25,4,0,0,32,0,3,6,0,3.83326969
1,29,2,2,0,5,1,2,4.666666667,5,4.185230133
1,10,1,0,0,1,0,1,6,1,3.321928095
1,10,1,0,0,0,0,1,5,0,2.921928095
1,12,3,0,1,0,0,1,8,0,3.084962501
1,19,2,1,1,0,0,1,7,0,3.471354487
1,20,2,0,0,10,0,1,17,0,3.48418372
1,40,3,0,0,7,1,2,25,4,4.615311532
1,24,3,0,0,0,0,2,6,0,3.605388542
1,41,2,2,3,10,1,2,6,6,4.27792609
1,19,2,9,0,8,0,2,8,0,3.431623566
1,33,2,0,1,30,1,1,30,30,2.159744138
1,25,3,0,0,0,0,2,3,0,3.67326969
1,11,2,0,1,6,0,1,7,0,3.095795255
1,16,3,0,0,0,0,2,3,0,3.155639062
1,16,1,0,0,25,0,1,12,0,3.577819531
1,14,6,2,1,2,0,2,3,0,3.182005815
1,17,2,2,0,0,0,1,6,0,3.616874606
1,24,3,1,0,3,1,2,6,0,3.886842188
1,17,2,1,0,1,0,1,6,0,3.852168724
1,25,3,0,0,0,0,3,3,0,3.75326969
1,18,3,0,0,1,0,2,7,1,3.725480557
1,18,3,0,0,1,0,2,3,0,3.26633264
1,13,2,0,0,2,0,1,9,0,3.39274741
1,23,2,0,0,3,1,2,14,2,3.708132065
1,12,2,0,0,1,0,1,8,0,3.084962501
1,15,3,1,1,1,0,3,3,0,3.139572262
1,27,1,1,0,27,0,1,23,0,3.884155095
1,32,2,2,0,0,0,2,3,0,3.941428032
1,17,3,0,0,0,0,2,12,0,3.381580488
1,16,4,2,0,0,0,2,3,0,3.155639062
1,17,4,0,0,2,0,3,3,0,3.175123135
1,20,4,0,1,6,0,3,3,0,3.646439345
1,24,2,0,1,2,0,2,14,0,3.65726823
1,33,8,0,7,6,0,4,2,0,3.725916089
1,20,3,1,1,0,0,2,3,0,3.78418372
1,28,3,0,0,2,1,2,17,0,3.722907494
1,9,2,1,3,6,0,1,5,0,3.169925001
1,12,3,0,0,0,0,1,8,0,3.084962501
1,21,3,1,0,4,0,2,4,0,3.24946028
1,17,2,0,0,0,0,1,13,0,3.499227547
1,24,2,1,0,0,0,2,14,0,3.486440502
1,24,2,1,0,2,0,2,7.5,2,3.938721876
1,13,7,1,1,2,0,2,3,0,2.661226256
1,17,7,1,1,2,0,2,3,0,3.572469459
1,23,2,0,0,5,0,2,12,0,3.588354347
1,31,2,0,0,53,1,2,15,9,4.171465262
1,13,2,2,0,19,0,2,3,0,2.87314068
1,21,2,1,1,0,0,1,17,0,3.463280518
1,12,6,1,1,2,0,2,2,0,2.855388542
1,41,3,3,0,0,0,2,5,0,4.173909931
1,10,1,1,0,23,0,1,7,0,2.721928095
1,26,3,1,0,0,0,2,3,0,3.950063756
1,32,2,2,0,0,0,2,3,0,3.941428032
1,20,1,0,2,1,0,1,16,0,3.546439345
1,19,3,0,0,0,0,2,3,0,3.181366329
1,18,1,0,0,0,0,1,14,0,3.308270835
1,20,2,0,0,1,0,1,16,0,3.68418372
1,5,1,0,0,0,0,1,2,0,2.321928095
1,11,6,1,1,4,0,2,3,0,2.845350937
1,6,1,0,0,0,0,1,3,0,2.584962501
1,15,1,2,0,19,0,1,5.5,0,3.323231429
1,12,2,0,2,52,0,1,9,0,3.251629167
1,11,3,0,2,12,0,1,7,0,3.095795255
1,16,9,1,0,4,1,1,13,4,3.5
1,11,2,1,0,0,0,1,7,0,3.095795255
1,62,10,0,0,17,0,10,6,0,4.081403828
1,29,2,1,0,5,1,2,5,2,3.604031755
1,27,1,1,0,29,0,1,23,0,3.884155095
1,14,2,0,0,19,0,1,10,2,3.664497779
1,5,1,0,0,0,0,1,2,0,2.321928095
1,9,1,0,0,1,0,1,5,0,2.725480557
1,10,2,1,1,15,0,1,6,0,2.921928095
1,29,6,1,1,0,0,4,7,0,3.659536599
1,33,4,1,0,0,0,3,3,0,3.798351226
1,28,2,0,0,2,0,2,15,2,3.79790269
1,14,1,2,0,0,0,1,10,0,3.4677201
1,33,5,1,0,1,0,5,8,0,3.942438726
1,39,7,1,3,25,1,5,6,3,4.211702142
1,30,3,0,0,1,0,3,3,0,3.889246429
1,32,5,1,0,1,0,4,6,0,3.741729297
1,6,1,0,0,1,0,1,3,0,2.584962501
1,12,1,0,0,0,0,1,8,0,3.022055209
1,7,1,0,0,1,0,1,3,0,2.807354922
1,14,5,1,0,0,0,1,10,0,2.950212065
1,17,1,0,0,0,0,1,13,0,3.852168724
1,16,4,0,0,0,0,1,12,0,3.625
1,17,7,1,1,1,0,2,3,0,3.572469459
1,30,6,0,0,0,0,2,24,0,3.923231429
1,26,8,0,0,18,0,2,3,0,3.397581911
1,20,2,0,0,0,0,2,3,0,3.346439345
1,16,3,0,0,0,0,2,3,0,3.452819531
1,11,5,1,1,2,0,1,7,0,3.095795255
1,56,8,3,5,12,1,5,3,0,4.537826638
1,20,5,2,2,1,0,2,4,0,3.446439345
1,19,3,1,0,0,0,2,3.5,0,3.391892645
1,20,2,4,1,0,0,1,16,0,3.421928095
1,17,1,1,1,22,0,1,13,0,3.734521665
1,26,6,0,1,0,0,2,3,0,3.825251737
1,18,1,0,0,2,0,1,14,0,3.836591668
1,23,2,0,0,0,0,2,3,0,3.642489673
1,28,5,0,0,0,0,4,6,0,3.79790269
1,131,7,6,0,20,1,7,6,0,4.708448121
1,22,2,0,0,2,0,2,13,1,3.516027641
1,17,2,0,0,0,0,2,3,0,3.410417253
1,10,2,0,0,1,0,1,6,0,2.921928095
1,18,4,1,0,22,0,2,3,0,3.683542362
1,13,2,0,0,3,0,1,9,0,3.39274741
1,16,4,0,0,1,0,1,12,0,3.202819531
1,29,2,0,0,0,0,2,3,0,3.620936065
1,34,9,0,1,0,0,5,2,0,3.264693181
1,21,11,0,2,10,0,3,3,0,3.332095399
1,39,7,1,3,22,1,5,6,3,4.211702142
1,12,6,1,1,2,0,2,3,0,2.855388542
1,25,2,1,2,21,0,1,21,0,3.403074189
1,13,2,0,0,3,0,1,9,0,3.39274741
1,32,3,1,0,0,0,3,8,0,3.777518266
1,10,2,0,1,0,0,1,7,0,2.921928095
1,10,1,0,0,22,0,1,7,0,3.121928095
1,16,6,1,0,6,0,2,2,1,3.202819531
1,21,4,0,0,0,0,3,3,0,3.403989446
1,5,2,0,0,0,0,1,29,0,3.577819531
1,19,2,0,0,0,0,2,12,0,3.22109725
1,23,3,0,2,2,0,2,3,0,3.46857663
1,13,6,0,0,0,0,2,3,0,2.661226256
1,11,5,1,0,1,0,1,3,0,3.095795255
1,18,1,0,0,0,0,1,15,0,3.197159723
1,19,8,2,1,2,0,3,3,0,3.22109725
1,9,2,0,2,2,0,1,60,0,3.300559092
1,23,2,0,0,0,0,2,13,0,3.675310869
1,13,2,0,2,18,0,1,9,0,3.39274741
1,16,3,2,0,3,0,2,9,2,3.625
1,12,5,1,7,8,0,1,9,0,3.418295834
1,27,3,1,0,1,0,3,3,0,3.884155095
1,14,4,1,0,0,0,1,10,0,2.950212065
1,17,3,1,0,0,0,2,3,0,3.292770194
1,20,3,0,0,1,0,2,3,0,3.146439345
1,10,1,0,0,0,0,1,7,0,3.121928095
1,16,3,1,0,7,1,2,8,7,3.375
1,15,3,0,1,27,0,2,6,0,3.189898095
1,16,10,2,3,26,1,1,13,4,3.5
1,16,3,0,0,1,0,2,3,0,3.327819531
1,13,2,0,0,3,0,1,10,0,3.546593564
1,15,4,0,0,6,0,2,4,0,2.973557262
1,16,3,0,0,0,0,2,1,0,3.327819531
1,13,2,0,0,3,0,1,9,0,3.39274741
1,10,5,5,3,0,0,2,3,0,2.646439345
1,17,3,0,0,8,1,2,7,7,3.616874606
1,15,1,0,0,0,0,1,12,0,3.240223929
1,52,6,0,2,0,0,6,3,0,3.832006728
1,20,1,1,0,0,0,1,7.5,0,3.58418372
1,41,3,0,0,6,1,2,26,3,4.549761383
1,9,6,1,1,2,0,1,5,0,2.641604168
1,24,1,2,0,7,1,1,6,7,4.136842188
1,21,2,0,0,0,0,1,17,0,3.725650756
1,15,4,0,0,0,0,2,3,0,2.606238929
1,85,7,8,0,7,1,6,6,0,4.525026344
1,25,2,0,0,0,0,2,12,0,3.563074189
1,16,7,1,0,48,0,1,12,0,3.327819531
1,47,2,3,0,0,0,2,6,0,3.831318246
1,13,3,0,0,0,0,2,3,0,3.026986833
1,11,1,2,0,24,0,1,7,0,3.027169118
1,18,3,0,0,34,0,2,8,0,3.725480557
1,17,1,0,1,57,0,1,13,0,3.146286371
1,16,2,0,0,0,0,2,3,0,3.155639062
1,42,3,0,0,6,1,2,27,3,4.642084685
1,22,10,0,4,88,0,3,3,0,3.663532755
1,21,3,0,0,0,0,2,4,0,3.748994804
1,11,1,0,1,2,0,1,7,0,3.277613437
1,12,6,1,1,4,0,2,3,0,3.022055209
1,13,3,0,0,3,0,2,6,0,3.238901257
1,15,8,2,0,0,0,1,5,0,3.240223929
1,30,4,0,0,0,0,4,6,0,3.336243413
1,7,2,2,1,9,0,1,4,0,2.128085279
1,20,3,1,0,0,0,2,3,0,3.346439345
1,25,3,0,3,8,0,2,12,0,3.57366069
1,13,2,1,2,62,0,1,10,0,2.87314068
1,101,10,2,0,22,1,10,6,0,4.549460004
1,29,3,1,0,3,0,2,8,3,4.116264616
1,28,2,0,0,5,0,2,4,0,3.940759833
1,12,1,0,0,27,0,1,8,0,3.084962501
1,23,2,0,0,5,0,2,12,0,3.588354347
1,10,5,0,0,1,0,1,6,0,2.921928095
1,29,5,0,0,35,0,4,3,0,3.771437029
1,12,2,1,0,20,0,1,3.5,0,3.418295834
1,26,4,1,0,2,0,3,3,0,3.921029622
1,40,4,2,0,6,1,3,6.5,6,4.315311532
1,16,1,0,0,0,0,1,13,0,3.625
1,19,3,0,1,0,0,2,3,0,3.471354487
1,17,2,0,0,0,0,1,13,0,3.4548224
1,11,1,0,0,2,0,1,7,0,3.459431619
1,18,6,1,1,0,0,2,3,0,3.46132014
1,17,2,0,0,0,0,2,3,0,3.572469459
1,20,3,0,0,0,0,2,3,0,3.421928095
1,20,2,0,0,0,0,2,11,0,3.68418372
1,13,2,0,0,3,0,1,9,0,3.39274741
1,20,6,1,7,11,0,2,8,3,3.821928095
1,24,2,1,0,21,0,1,20,0,3.349483982
1,17,2,0,0,0,0,1,13,0,3.263933429
1,29,1,1,0,0,0,1,25,0,3.767993393
1,23,1,0,0,1,0,1,19,0,3.257500414
1,28,2,0,0,4,0,2,4,0,3.940759833
1,12,3,1,5,6,0,1,8,0,3.188721876
1,13,4,0,0,28,1,3,3,3,2.87314068
1,13,1,0,0,18,0,1,10,0,2.87314068
1,18,3,0,1,0,0,2,8,0,3.281036113
1,20,2,1,1,0,0,1,7.5,0,3.48418372
1,44,8,4,3,0,0,4,2,0,3.562069267
1,23,1,1,0,27,0,1,9,0,3.501397825
1,32,3,2,0,4,0,3,6,4,4.152518266
1,17,6,1,7,8,0,2,3,0,3.4548224
1,24,1,2,0,0,0,1,6,0,4.001629167
1,16,3,0,0,28,1,2,8,7,3.75
1,16,3,0,3,5,0,2,9,0,3.202819531
1,16,4,0,0,0,0,3,3,0,3.155639062
1,44,4,1,1,14,1,2,13.5,5,4.252172176
1,39,8,3,4,2,0,4,8,0,3.682086193
1,6,4,0,7,31,0,1,3,0,2.584962501
1,28,5,5,3,19,1,2,6.333333333,1,3.507127352
1,14,3,0,0,29,0,2,4,0,3.378783493
1,28,5,0,2,1,0,4,6,0,3.637537511
1,17,2,1,0,11,0,2,8,3,3.734521665
1,162,9,1,0,62,1,9,6,0,4.648549255
1,25,2,1,0,6,0,2,4.5,6,4.29366069
1,14,1,0,0,0,0,1,9,0,3.378783493
1,16,3,1,0,1,0,2,10,0,3.5
1,37,4,1,9,30,0,3,16,1,3.982856663
1,30,7,0,2,24,1,5,3,0,3.936243413
1,9,5,1,7,8,0,1,5,0,3.169925001
1,17,2,0,0,0,0,2,3,0,3.013070929
1,19,1,0,0,4,0,1,15,0,3.40582225
1,27,2,0,0,3,1,2,9,0,4.060262039
1,33,6,0,0,10,0,5,3,0,4.22259365
1,13,2,3,0,0,0,2,5,0,3.39274741
1,22,2,1,0,3,0,2,10,3,3.663532755
1,13,2,0,0,3,0,1,9,0,3.39274741
1,13,6,1,1,2,0,2,3,0,3.026986833
1,14,2,2,0,0,0,1,10,0,3.378783493
1,15,1,0,0,16,0,1,11,0,3.323231429
1,13,1,1,0,0,0,1,4,0,3.180832987
1,6,3,1,0,0,0,2,10,0,3.663532755
1,26,2,1,0,0,0,2,16,0,3.671405583
1,22,2,0,0,2,1,2,9,2,3.697845823
1,20,5,1,0,0,0,2,3,0,3.346439345
1,20,4,0,0,0,0,4,3,0,3.18418372
1,18,2,0,1,0,0,1,15,0,3.46132014
1,14,2,1,0,0,0,1,10,0,3.235926351
1,21,6,0,0,0,0,3,3,0,3.010434089
1,10,1,0,0,0,0,1,6,0,3.121928095
1,16,3,1,0,8,0,1,12,0,3.577819531
1,25,2,1,0,0,0,2,8.5,0,3.65366069
1,27,7,0,0,0,0,3,3,0,3.578056483
1,33,5,2,0,16,0,5,8,0,3.942438726
1,15,1,1,0,0,0,1,11,0,3.373557262
1,26,2,0,0,24,0,1,23,0,3.320658834
1,53,4,2,2,16,1,4,7,0,4.31106038
1,21,3,0,0,0,0,3,9,0,3.558518613
1,25,2,1,0,3,1,2,3,0,3.59326969
1,20,3,1,0,0,0,2,3,0,3.68418372
1,21,5,1,0,0,0,2,4,0,3.653756708
1,13,2,0,0,2,0,1,9,0,3.39274741
1,15,6,0,4,0,0,3,3,0,3.139572262
1,15,6,1,7,8,0,2,3,0,3.106890596
1,24,3,0,0,0,0,3,3,0,3.573934896
1,21,2,3,0,25,0,1,3.75,0,3.427333494
1,9,3,0,3,23,0,1,6,0,2.725480557
1,20,7,1,1,0,0,3,3,0,3.60869497
1,15,1,0,0,0,0,1,11,0,3.240223929
1,17,4,1,0,2,0,1,14,0,3.337175341
1,18,2,0,2,2,0,2,11,0,3.614369446
1,24,2,0,3,1,0,1,20,0,3.569773835
1,20,2,0,0,5,1,2,12,2,3.446439345
1,17,2,0,0,0,0,1,13,0,3.175123135
1,24,3,0,0,3,1,2,6,0,3.772055209
1,20,2,0,0,0,0,2,14,0,3.58418372
1,19,3,1,0,0,0,2,3,0,3.576617645
1,15,2,0,0,7,0,2,4,0,2.973557262
1,33,2,0,0,3,1,2,15,0,3.899714195
1,18,3,0,0,0,0,2,3,0,3.155221529
1,40,6,1,0,0,0,5,6,0,3.778212946
1,22,3,0,0,1,0,2,13,0,3.261043983
1,128,13,1,0,59,1,12,6,0,4.784545657
1,17,2,0,0,6,0,1,13,0,3.690116518
1,21,1,2,0,3,0,1,5.333333333,3,4.106603137
1,31,9,1,2,4,0,3,3,0,4.002268084
1,25,3,0,0,1,0,2,16,0,3.89366069
1,23,2,0,0,3,0,2,14,2,3.882045108
1,34,2,1,0,5,1,2,11,0,3.797042165
1,19,3,1,0,0,0,2,5.5,0,3.721611724
1,31,5,0,1,3,0,4,4,1,3.962103165
1,26,2,0,0,0,0,2,9,0,3.796217603
1,9,2,0,0,0,0,1,5,0,2.947702779
1,10,3,0,0,0,0,1,7,0,2.521928095
1,11,1,0,0,10,0,1,7,0,3.095795255
1,20,2,0,0,0,0,2,10,0,3.421928095
1,39,1,0,0,0,0,1,35,0,3.906570488
1,22,3,2,2,53,0,2,3,0,3.265583323
1,15,6,0,7,6,0,2,3,0,3.139572262
1,22,2,1,3,0,0,2,3,0,3.754441846
1,11,2,0,0,5,0,1,8,0,2.913977073
1,21,6,0,0,0,0,2,3,0,3.653756708
1,11,1,1,0,15,0,1,7,0,3.277613437
1,20,3,0,0,0,0,3,7,0,3.40869497
1,33,5,2,0,1,0,5,8,0,3.942438726
1,25,3,0,0,0,0,2,3,0,3.483074189
1,14,2,1,1,1,0,1,10,0,3.324862958
1,20,2,0,0,0,0,2,3,0,3.546439345
1,26,2,0,0,16,1,2,15,7,3.979097891
1,22,2,0,0,4,0,2,4,0,3.204447961
1,29,2,1,0,20,0,2,19,0,3.538509874
1,13,1,0,0,0,0,1,9,0,2.565448372
1,30,3,0,0,0,0,3,13,0,3.581076012
1,11,1,0,0,27,0,1,8,0,2.913977073
1,14,6,1,7,8,0,2,3,0,2.950212065
1,27,8,0,3,1,0,5,2,0,3.278061466
1,27,3,0,0,9,0,1,24,0,3.429908335
1,14,3,0,0,1,0,2,5,0,3.235926351
1,23,2,0,0,0,0,1,19,0,3.708132065
1,13,2,0,0,3,0,1,9,0,3.39274741
1,21,4,0,0,6,0,3,3,0,3.653756708
1,13,2,0,0,2,0,1,9,0,3.39274741
1,25,4,0,0,0,0,2,3,0,3.67326969
1,9,2,0,0,22,0,1,6,0,2.725480557
1,13,2,0,0,1,0,1,9,0,3.39274741
1,16,1,0,0,0,0,1,12,0,3.625
1,25,3,1,0,0,0,2,3,0,3.43326969
1,11,4,1,1,22,0,1,7,0,3.277613437
1,13,2,0,0,3,0,1,9,0,3.39274741
1,26,2,1,0,0,0,1,10.5,0,3.300194643
1,22,4,0,0,0,0,2,3,0,3.572623664
1,33,5,1,0,1,0,5,8,0,3.942438726
1,13,2,0,0,0,0,1,9,0,3.39274741
1,28,2,0,0,0,0,2,3,0,3.753434386
1,16,2,0,0,0,0,2,3,0,3.452819531
1,18,2,1,4,6,0,1,14,0,3.281036113
1,15,2,1,4,5,0,1,12,0,3.189898095
1,26,3,2,0,0,0,2,19,0,3.777362795
1,17,2,1,0,4,0,1,14,0,3.292770194
1,23,3,0,0,0,0,3,3,0,3.642489673
1,15,1,0,0,0,0,1,11,0,3.189898095
1,28,6,1,1,0,0,5,2,0,3.767375798
1,17,1,0,0,0,0,1,13,0,3.410417253
1,17,3,0,0,5,0,2,3,0,3.175123135
1,24,2,0,3,30,0,2,10,0,3.636842188
1,11,2,0,0,0,0,1,7,0,3.277613437
1,20,2,0,0,0,0,2,10,0,3.421928095
1,17,6,1,0,4,0,2,3,0,3.572469459
1,12,4,0,0,1,0,2,3,0,2.688721876
1,25,4,0,1,3,0,3,2,1,3.86346519
1,19,3,0,0,2,0,2,3,0,3.431623566
1,14,2,0,0,28,0,2,3,0,3.182005815
1,12,2,0,0,0,0,1,8,0,3.084962501
1,6,1,0,0,0,0,1,3,0,2.584962501
1,19,3,0,0,6,1,3,7,6,3.787143961
1,11,3,0,0,3,0,1,7,0,3.277613437
1,24,3,0,0,0,0,2,6,0,3.605388542
1,18,3,0,0,0,0,2,3,0,3.086048612
1,11,1,0,0,0,0,1,8,0,3.095795255
1,17,6,2,7,8,0,2,3,0,3.572469459
1,14,4,2,2,1,0,2,5,0,3.521640636
1,12,1,0,0,1,0,1,8,1,3.418295834
1,17,1,0,1,58,0,1,13,0,3.146286371
1,26,1,1,0,2,0,1,22,0,3.407761238
1,23,2,1,1,6,0,1,9,0,3.642489673
1,9,2,0,2,2,0,1,5,0,2.947702779
1,23,5,0,0,37,0,4,3,0,3.534219021
1,27,6,0,0,0,0,5,2,0,3.278061466
1,26,1,2,4,16,1,1,6.666666667,4,3.946222777
1,21,2,2,3,65,0,1,8,0,3.499227542
1,24,3,0,0,2,0,3,3,0,3.855388542
1,13,2,0,0,0,0,1,9,0,3.546593564
1,17,2,0,0,0,0,2,3,0,3.292770194
1,14,2,1,0,0,0,2,3,0,2.807354922
1,13,2,0,0,0,0,1,9,0,3.39274741
1,11,1,0,0,3,0,1,7,3,3.277613437
1,9,2,0,0,0,0,1,6,0,2.725480557
1,24,3,0,0,11,0,2,3,0,3.470175521
1,18,3,0,0,0,0,2,3,0,3.038562336
1,17,3,0,0,0,0,1,13,0,3.499227547
1,19,3,0,0,27,0,2,4,0,3.721611724
1,34,3,0,0,4,0,3,24,4,3.998652547
1,11,5,1,0,2,0,1,7,0,3.459431619
1,24,3,1,5,9,0,2,5,0,3.772055209
1,16,3,2,0,0,0,2,3,0,2.983458593
1,23,2,0,9,6,0,2,17,0,3.414441304
1,28,4,0,0,0,0,3,8,0,3.79790269
1,14,3,0,0,38,0,2,4,0,3.378783493
1,13,3,0,1,0,0,2,3,0,2.87314068
1,19,2,1,0,0,0,1,7.5,0,3.721611724
1,10,2,1,0,4,0,1,17.5,0,3.481661512
1,33,2,5,0,3,0,2,4,3,4.006071013
1,14,1,1,0,0,0,1,4.5,0,3.521640636
1,23,5,1,1,0,0,4,2,0,4.001822826
1,20,3,0,0,0,0,2,3,0,3.78418372
1,10,2,0,0,0,0,2,3,0,3.121928095
1,25,4,0,0,1,0,3,3,0,3.51326969
1,16,3,1,0,0,0,2,3,0,3.155639062
1,20,2,1,0,19,0,2,3,0,3.646439345
1,18,4,0,3,5,0,2,3,1,3.572431251
1,15,5,0,1,0,0,3,3,0,3.139572262
1,18,5,1,0,0,0,1,7,0,3.683542362
1,32,2,2,0,0,0,2,6,0,3.801108501
1,12,6,0,1,0,0,2,5,0,3.251629167
1,65,7,2,1,0,0,7,6,0,4.190805123
1,32,3,0,0,0,0,2,16,0,4.116729297
1,16,3,0,0,0,0,2,3,0,3.327819531
1,9,3,0,0,0,0,1,5,0,3.169925001
1,18,4,2,0,0,0,1,14,0,3.239097918
1,23,2,1,0,0,0,1,19,0,3.96900163
1,17,3,0,0,17,0,3,3,0,3.572469459
1,14,2,1,0,0,0,2,3,0,2.807354922
1,24,2,0,0,1,0,2,3,0,3.65726823
1,31,5,1,0,0,0,2,3,0,3.708093392
1,17,4,4,0,0,0,1,3.666666667,0,3.499227547
1,20,5,0,3,21,0,3,3,0,3.133206219
1,141,15,0,3,48,1,15,3,0,4.693654396
1,74,4,0,0,8,1,3,59,8,4.744539474
1,128,15,0,6,21,1,14,4,0,4.587914156
1,29,3,1,0,1,0,3,9,0,3.676440909
1,24,2,2,0,0,0,2,3,0,3.720175521
1,41,5,0,0,0,0,5,3,0,3.897203151
1,26,4,1,0,0,0,3,3,0,3.844106545
1,26,3,0,0,0,0,3,9,0,3.74832866
1,17,3,0,0,17,0,3,3,0,3.572469459
1,38,6,0,0,0,0,4,3,0,3.832810737
1,41,2,8,0,28,1,2,5,8,4.271470907
1,20,2,0,0,2,0,2,10,0,3.421928095
1,30,7,0,2,28,0,5,3,0,4.00291008
1,11,2,1,2,18,0,2,3,0,2.663532755
1,25,3,2,1,0,0,2,3,0,3.46346519
1,17,4,0,0,0,0,2,3,0,3.690116518
1,17,2,0,0,0,0,2,3,0,3.337175341
1,16,1,0,0,1,0,1,12,0,2.952819531
1,25,2,0,1,2,0,2,14,0,3.67326969
1,20,4,0,0,30,0,3,6,0,3.58418372
1,13,2,0,0,0,0,1,9,0,3.39274741
1,21,2,2,0,0,0,2,11,0,3.594465637
1,46,4,2,2,10,0,4,8,0,4.020965967
