Type,domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,having_repeated_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
1,15,3,0,0,0,0,2,3,0,3.323231429
1,13,4,1,0,2,1,2,3,0,3.026986833
1,14,5,0,6,2,0,1,10,0,3.378783493
1,124,12,0,0,42,1,12,6,0,4.624976404
1,27,4,0,2,2,0,2,3,0,3.676390633
1,16,3,0,0,0,0,1,12,0,2.905639062
1,24,2,1,5,8,0,2,5,0,3.772055209
1,17,3,1,0,0,0,2,4.5,0,3.292770194
1,15,3,1,0,6,0,2,3,0,3.006238929
1,13,2,0,0,2,0,1,9,0,3.39274741
1,14,4,0,0,12,1,3,3,3,2.645593314
1,32,8,1,3,4,0,6,2,0,3.780639062
1,32,3,3,0,0,0,3,4,0,4.054229297
1,10,2,0,0,0,0,1,15,0,3.477175233
1,11,2,1,0,0,0,2,3,0,2.663532755
1,36,4,1,1,4,1,2,8.5,0,3.895638808
1,25,2,1,0,0,0,2,3,0,3.829275071
1,21,4,0,0,0,0,3,3,0,3.427333494
1,20,2,0,1,0,0,2,10,0,3.421928095
1,37,1,4,0,4,0,1,6,0,3.892451853
1,33,2,1,2,27,1,1,14.5,27,3.467451695
1,21,2,1,0,0,0,2,3,0,3.332095399
1,14,2,0,0,9,0,1,10,1,3.324862958
1,27,3,1,0,1,0,3,8,0,3.930270372
1,30,5,0,2,14,0,3,3,0,3.28591758
1,25,4,0,0,3,0,3,10,1,4.10346519
1,39,5,0,0,15,1,4,17,13,4.182336834
1,24,2,0,0,0,0,2,3,0,3.803508855
1,20,2,0,0,24,0,1,16,0,3.821928095
1,4,1,0,0,1,0,1,1,0,2
1,33,5,1,0,1,0,5,8,0,3.942438726
1,15,3,0,1,0,0,2,3,0,3.323231429
1,43,5,5,0,16,0,2,5.6,0,3.961294558
1,13,2,0,0,1,0,1,9,0,3.39274741
1,6,3,1,0,0,0,2,19,0,3.784527696
1,14,1,1,0,0,0,1,5,0,3.378783493
1,21,3,0,0,27,0,3,4,0,3.748994804
1,13,2,0,0,2,0,1,9,0,3.39274741
1,6,3,1,0,0,0,2,24,0,2.931208949
1,9,1,0,0,5,1,1,5,5,2.947702779
1,20,4,0,0,20,0,2,7,0,3.58418372
1,6,1,0,0,0,0,1,3,0,2.584962501
1,23,3,0,0,4,0,2,3,0,3.675310869
1,26,8,1,3,1,0,5,2,0,3.609496334
1,16,3,0,0,20,0,2,4,0,3.25
1,25,3,0,0,0,0,1,21,0,3.73366069
1,11,1,0,0,19,0,1,7,0,3.095795255
1,22,5,1,1,0,0,1,18,0,3.55034071
1,19,1,0,1,0,0,1,15,0,3.721611724
1,9,6,1,1,2,0,1,5,0,2.641604168
1,23,3,2,2,0,0,1,19,0,3.882045108
1,19,2,0,0,1,0,1,15,0,3.787143961
1,21,3,1,1,0,0,2,3,0,3.427333494
1,95,12,0,0,20,1,10,6,0,4.618988083
1,24,3,3,0,0,0,2,18,0,3.522055209
1,27,2,1,0,1,0,2,3,0,3.763965743
1,26,3,0,1,2,0,2,3,0,3.902174814
1,23,3,0,0,7,1,3,3,0,3.642489673
1,14,2,1,0,23,0,2,3,0,2.985228136
1,4,1,0,1,0,0,1,1,0,2
1,22,3,2,0,2,1,2,3,0,3.788754914
1,13,2,0,0,0,0,1,9,0,3.026986833
1,25,2,3,2,7,0,2,3,0,3.563074189
1,15,1,2,0,0,0,1,5,0,3.506890596
1,29,4,0,0,0,0,3,3,0,3.78834134
1,13,2,0,0,3,0,1,9,0,3.39274741
1,16,3,1,0,0,0,3,3,0,3.077819531
1,20,3,2,1,0,0,2,3,0,3.38418372
1,13,2,0,0,0,0,1,9,0,3.39274741
1,28,2,0,1,2,0,2,3,0,3.69951385
1,24,2,0,0,1,0,2,15,0,3.65726823
1,16,3,0,0,0,0,3,3,0,2.983458593
1,18,1,1,1,24,0,1,14,0,3.614369446
1,15,3,1,3,20,0,2,8,0,3.189898095
1,105,6,2,0,16,1,6,6,0,4.715755482
1,29,4,0,0,0,0,4,3,0,3.426609443
1,22,1,0,0,0,0,1,18,0,3.663532755
1,13,2,0,0,3,0,1,9,0,3.39274741
1,21,7,0,0,60,0,2,3,0,3.403989446
1,24,1,1,1,5,0,1,20,0,3.855388542
1,15,2,0,0,19,0,2,3,0,3.189898095
1,26,3,3,0,23,0,2,7,0,3.671405583
1,11,2,0,0,0,0,1,7,0,3.277613437
1,27,2,0,0,0,0,1,23,0,4.060262039
1,31,2,0,0,0,0,2,3,0,3.735666068
1,16,2,0,0,0,0,2,10,0,3.452819531
1,11,3,0,1,24,0,2,2,0,3.095795255
1,14,2,0,0,7,0,1,10,0,3.378783493
1,11,1,0,0,11,0,1,7,0,3.095795255
1,10,2,0,3,6,0,1,7,0,3.121928095
1,14,2,0,0,18,0,2,3,0,3.182005815
1,14,3,0,1,0,0,2,3,0,3.182005815
1,18,3,0,0,0,0,2,12,0,3.308270835
1,19,1,0,0,0,0,1,15,0,3.681880803
1,24,2,4,0,0,0,1,21,0,3.90726823
1,25,2,0,0,26,0,2,3,0,3.54346519
1,27,7,3,0,0,0,4,6,0,3.717850465
1,20,2,4,1,0,0,1,16,0,3.421928095
1,23,4,0,0,0,0,2,3,0,3.567040217
1,14,2,0,0,21,0,1,10,2,3.664497779
1,16,5,1,0,0,0,1,12,0,3.327819531
1,14,7,1,7,8,0,2,4,0,3.039148672
1,18,3,1,0,24,0,2,3,0,3.683542362
1,13,4,1,7,8,0,2,2,0,3.026986833
1,21,1,2,1,18,0,1,17,0,3.558518613
1,15,2,0,0,0,0,1,10,0,3.373557262
1,42,4,2,3,10,1,2,11.5,4,4.064354625
1,30,2,0,0,0,0,2,19,0,3.736243413
1,32,5,1,1,1,0,4,6,0,3.616729297
1,17,2,0,1,1,0,2,3,0,3.292770194
1,27,1,1,0,25,0,1,23,0,3.884155095
1,42,3,5,2,50,0,2,5.5,0,3.910440495
1,13,6,1,1,2,0,2,3,0,3.026986833
1,11,3,1,0,0,0,2,14.5,0,3.58418372
1,10,1,0,0,23,0,1,7,0,2.921928095
1,13,2,0,0,18,0,1,9,0,3.546593564
1,23,3,2,1,3,0,2,4,0,3.708132065
1,14,7,1,1,2,0,2,4,0,3.039148672
1,16,4,1,0,1,0,1,12,0,3.25
1,17,1,0,0,0,0,1,13,0,3.4548224
1,33,5,2,0,1,0,5,8,0,3.942438726
1,24,6,2,1,0,0,2,3,0,3.918295834
1,29,2,1,3,61,0,1,25,0,3.702471512
1,20,3,2,0,0,0,2,3,0,3.646439345
1,13,6,1,7,8,0,2,3,0,3.026986833
1,13,3,1,0,0,0,1,9,0,3.026986833
1,26,2,0,0,24,0,1,23,0,3.320658834
1,13,1,0,0,16,0,1,9,0,3.238901257
1,18,4,1,1,0,0,2,5.5,0,3.683542362
1,12,2,1,0,0,0,1,3.5,0,2.855388542
1,10,4,1,0,0,0,2,6,0,3.526129816
1,28,6,0,0,0,0,2,3,0,3.628085279
1,23,2,0,0,0,0,2,11,0,3.882045108
1,25,3,0,0,0,0,1,22,0,3.38346519
1,23,7,1,1,0,0,3,3,0,3.402934238
1,32,2,3,0,0,0,1,6.25,0,4.051108501
1,11,1,0,0,16,0,1,7,0,3.277613437
1,21,4,0,0,0,0,3,3,0,3.522571589
1,13,3,0,0,0,0,2,7,0,3.026986833
1,31,3,1,0,0,0,3,10,0,3.517766471
1,20,4,0,2,27,0,3,3,0,3.133206219
1,6,1,0,0,5,0,1,3,0,2.584962501
1,6,1,0,0,0,0,1,3,0,2.584962501
1,13,6,1,2,3,0,2,3,0,2.565448372
1,24,1,0,1,0,0,1,20,0,3.459147917
1,32,2,0,0,66,1,2,16,10,4.116729297
1,20,3,0,1,5,0,2,3,0,2.903701696
1,11,2,0,0,27,0,2,2,0,2.913977073
1,36,6,0,1,0,0,5,4,0,3.871895669
1,15,2,4,0,1,0,2,4,0,2.973557262
1,17,3,1,0,0,0,2,3,0,3.175123135
1,139,14,2,2,40,1,14,4,0,4.725921427
1,13,2,4,0,0,0,1,4.5,0,3.39274741
1,19,2,0,0,0,0,2,12,0,3.22109725
1,28,3,1,0,6,1,2,4.5,3,4.021640636
1,13,5,2,7,8,0,1,4,0,3.546593564
1,16,2,0,0,1,0,2,3,0,3.327819531
1,18,4,1,0,4,0,2,3,0,3.572431251
1,20,2,1,0,0,0,1,16,0,4.021928095
1,14,3,0,0,2,0,2,3,0,3.324862958
1,15,7,1,1,2,0,2,3,0,3.189898095
1,140,7,6,0,31,1,7,6,0,4.767557055
1,11,2,0,1,29,0,1,7,0,3.277613437
1,16,6,1,7,8,0,2,3,0,3.25
1,33,3,2,0,0,0,2,8.333333333,0,3.839108134
1,11,4,0,0,1,0,2,3,0,2.663532755
1,33,5,0,0,1,0,5,8,0,3.942438726
1,27,1,0,0,0,0,1,23,0,3.828237502
1,10,3,1,0,0,0,2,22.5,0,4.050013374
1,15,2,0,0,0,0,2,3,0,3.056564762
1,15,1,0,1,0,0,1,12,0,3.506890596
1,15,2,1,2,8,0,1,11,1,3.106890596
1,9,1,0,0,0,0,1,6,0,2.947702779
1,16,3,0,0,0,0,2,4,0,3.25
1,35,9,1,3,1,0,6,2,0,3.650013374
1,17,1,0,1,68,0,1,13,0,3.146286371
1,13,2,0,0,1,0,1,9,0,3.39274741
1,17,3,0,1,3,0,2,10,2,2.933954578
1,19,9,0,0,0,0,1,15,0,3.366091329
1,17,3,0,3,0,0,1,13,0,3.337175341
1,29,3,2,0,4,0,3,5,4,3.978333581
1,11,4,1,0,22,0,1,7,0,3.277613437
1,33,5,2,0,1,0,5,8,0,3.942438726
1,28,3,0,0,4,0,1,24,0,3.896291529
1,75,6,6,2,17,1,6,16,0,4.560038484
1,28,2,1,0,21,0,2,5.5,0,4.039148672
1,13,2,1,0,10,0,1,9,0,3.546593564
1,13,2,0,0,3,0,1,9,0,3.39274741
1,19,2,1,1,24,0,2,3,0,3.366091329
1,16,1,0,0,0,0,1,13,0,3.625
1,36,6,1,2,1,0,5,6,0,3.739815461
1,19,1,0,0,2,0,1,15,0,3.22109725
1,15,3,1,0,0,0,2,3,0,3.323231429
1,9,2,1,0,0,0,1,2,0,2.947702779
1,17,2,0,0,3,0,1,13,0,3.4548224
1,9,5,1,7,8,0,1,5,0,3.169925001
1,19,2,0,0,0,0,2,5,0,3.181366329
1,18,2,1,0,0,0,1,14,0,3.127986807
1,18,6,1,1,2,0,2,3,0,3.572431251
1,20,1,0,0,24,0,1,17,0,3.546439345
1,13,2,0,0,2,0,1,9,0,3.39274741
1,39,7,1,4,14,1,5,6,3,4.192346053
1,36,6,1,3,25,1,6,6,3,4.218128821
1,11,2,0,0,0,0,1,7,0,3.277613437
1,19,3,0,0,20,0,2,7,1,3.681880803
1,22,3,0,0,0,0,3,3,0,3.538310596
1,29,2,0,0,4,1,2,16,4,3.693345219
1,13,2,0,0,1,0,1,9,0,3.39274741
1,11,3,1,0,2,0,1,7,0,3.095795255
1,11,1,0,0,25,0,1,7,0,3.095795255
1,24,2,0,0,5,0,2,13,1,3.688721876
1,11,3,1,0,0,0,2,4,0,2.913977073
1,16,2,0,0,0,0,1,12,0,3.5
1,20,2,1,0,0,0,1,16,0,3.621928095
1,15,2,1,0,0,0,1,5,0,3.640223929
1,34,5,0,0,10,1,4,12,8,3.962031591
1,22,2,0,0,0,0,2,1,0,3.879664005
1,21,3,1,0,0,0,1,8,0,3.617809684
1,21,2,0,0,0,0,2,15,0,3.141619208
1,20,1,0,0,23,0,1,16,0,3.821928095
1,28,3,0,0,0,0,3,3,0,3.601125011
1,17,2,4,1,38,0,2,3,0,3.4548224
1,14,3,0,0,5,0,2,3,0,3.039148672
1,8,1,0,0,0,0,1,4,0,2.155639062
1,14,4,1,0,2,0,2,3,0,3.182005815
1,30,7,0,2,27,1,5,3,0,3.869576746
1,11,4,0,0,0,0,2,4,0,3.277613437
1,65,7,0,0,51,1,7,6,0,4.356511276
1,22,3,2,0,4,0,2,7.5,0,3.732158891
1,27,6,0,0,0,0,5,6,0,3.954530448
1,23,2,0,0,1,0,1,19,1,3.588354347
1,13,2,0,0,4,0,1,9,0,3.39274741
1,25,2,0,0,1,0,2,13,1,3.589275071
1,19,2,0,0,0,0,2,3,0,3.431623566
1,17,2,0,0,22,0,1,13,0,3.690116518
1,17,2,1,0,8,0,2,3,0,3.337175341
1,26,3,1,3,0,0,2,19,0,3.532573258
1,18,1,0,1,24,0,1,14,0,3.572431251
1,30,2,0,0,4,1,2,17,4,4.148394346
1,0,2,1,0,0,0,2,0,0,3.855388542
1,14,2,1,0,16,0,2,4,0,2.807354922
1,28,3,0,0,13,1,2,3,0,3.985228136
1,11,3,0,0,0,0,2,3,0,2.845350937
1,16,3,0,0,1,0,3,3,1,3.452819531
1,14,4,0,0,11,1,3,3,3,2.645593314
1,10,2,0,2,13,0,1,6,0,3.321928095
1,15,2,0,0,19,0,1,11,0,3.323231429
1,28,5,0,1,5,1,3,9,0,3.994680368
1,11,4,2,1,0,0,1,7,0,3.277613437
1,40,5,0,0,0,0,4,7,0,3.684829509
1,12,3,0,0,0,0,3,1,0,3.022055209
1,18,3,0,0,1,0,2,4,0,3.530493057
1,20,3,0,0,0,0,1,16,0,3.546439345
1,28,6,1,1,0,0,5,2,0,3.767375798
1,17,2,0,0,1,0,2,3,1,3.337175341
1,93,3,0,0,23,1,3,63,23,4.255463679
1,13,3,2,4,61,0,2,3,0,3.026986833
1,33,5,1,0,1,0,5,8,0,3.942438726
1,18,4,0,0,7,0,2,11,1,3.614369446
1,15,2,0,0,17,0,1,11,0,3.323231429
1,21,2,0,0,0,0,2,3,0,3.784941827
1,17,2,0,0,1,0,1,13,1,3.616874606
1,21,2,6,0,0,0,2,3,0,3.177566232
1,18,1,0,0,0,0,1,14,0,2.974937501
1,17,4,0,0,1,0,2,6,0,3.381580488
1,101,10,0,0,22,1,10,5,0,4.22337914
1,14,2,0,1,1,0,2,3,0,3.324862958
1,15,3,0,0,0,0,2,3,0,3.323231429
1,31,3,0,0,1,0,2,3,0,3.719852359
1,27,2,0,0,0,0,2,3,0,3.676390633
1,19,3,0,0,2,0,2,9,0,3.195295934
1,45,7,0,0,10,1,7,2,0,4.115938719
1,22,1,0,1,4,0,1,18,0,3.697845823
1,17,3,0,0,0,0,2,3,0,3.690116518
1,20,1,0,0,22,0,1,16,0,3.241446071
1,20,1,0,0,22,0,1,16,0,3.241446071
1,38,3,2,0,0,0,2,6,0,3.770586316
1,41,7,0,0,0,0,5,2,0,3.781230286
1,30,4,0,1,0,0,3,3,0,3.872905595
1,39,6,2,0,14,0,5,3,0,4.160420091
1,18,6,0,1,0,0,2,3,0,3.572431251
1,29,2,0,0,2,0,2,17,2,3.935398667
1,25,5,0,0,0,0,5,3,0,3.539470571
1,15,2,1,0,2,1,1,12,2,3.506890596
1,22,4,0,0,1,0,3,3,0,3.101508756
1,13,3,0,0,0,0,2,3,0,2.87314068
1,31,2,0,0,0,0,2,16,0,3.808719697
1,16,3,0,5,1,0,2,3,0,3.25
1,8,2,0,0,0,0,1,5,0,3
1,10,2,1,0,0,0,1,17,0,3.681880803
1,9,5,1,1,2,0,1,5,0,3.169925001
1,33,3,0,0,0,0,2,27,0,3.870003589
1,16,2,1,0,20,0,2,1,0,3.375
1,19,5,1,0,2,0,2,9,2,3.366091329
1,36,6,1,0,0,0,5,6,0,3.847434988
1,45,6,0,2,1,0,6,6,0,3.90332102
1,13,2,0,0,3,0,1,9,0,3.39274741
1,17,4,1,2,38,0,2,11,0,3.4548224
1,15,8,0,0,0,0,3,3,0,3.139572262
1,30,9,2,3,2,0,2,23,0,3.739572262
1,18,5,1,1,19,0,3,3,0,3.038562336
1,24,4,0,1,9,1,3,11,4,3.855388542
1,19,1,1,0,0,0,1,15,0,3.681880803
1,10,5,0,3,1,0,1,5,0,2.921928095
1,137,14,2,0,43,1,14,4,0,4.664073734
1,18,7,1,1,2,0,3,3,0,3.377443751
1,9,3,0,1,24,0,1,5,0,2.419381946
1,12,2,1,0,7,1,1,3.5,7,3.418295834
1,15,2,1,0,0,0,1,5.5,0,3.056564762
1,59,6,0,0,90,1,5,3,0,4.240374355
1,24,3,0,0,0,0,2,3,0,3.605388542
1,19,4,0,0,31,0,3,5,0,3.471354487
1,14,2,0,0,0,0,2,3,0,2.753434386
1,19,3,0,0,2,0,2,3,0,2.970840013
1,32,2,1,0,0,0,2,9,0,3.801108501
1,33,5,2,0,16,0,5,8,0,3.942438726
1,8,1,0,0,2,0,1,4,2,3
1,7,2,0,0,0,0,1,20,0,3.663532755
1,9,1,0,0,3,1,1,5,3,2.725480557
1,49,7,1,4,10,1,5,3,0,4.550649324
1,15,3,0,0,6,0,2,4,0,2.973557262
1,13,6,1,1,8,0,2,3,0,3.180832987
1,14,2,0,0,0,0,1,11,0,3.521640636
1,20,3,0,0,0,0,2,3,0,3.446439345
1,17,2,0,0,4,0,1,13,0,3.499227547
1,75,9,0,2,43,1,6,9,9,4.318185611
1,13,2,0,0,7,1,2,1,0,3.085055103
1,9,1,1,0,0,0,1,6,0,2.725480557
1,27,4,0,0,0,0,4,3,0,3.810081021
1,28,4,0,0,1,0,3,3,0,4.012188404
1,27,3,3,0,8,0,3,3,0,3.70804815
1,31,5,0,0,0,0,4,6,0,3.511323538
1,15,1,0,0,25,0,1,12,0,3.189898095
1,42,3,0,0,7,1,2,27,4,4.433634982
1,25,2,0,4,18,0,2,3,0,3.70346519
1,40,2,2,0,2,0,2,3,0,3.906198333
1,15,3,0,0,4,0,2,4,0,2.973557262
1,13,3,0,0,0,0,2,6,0,3.39274741
1,12,1,1,1,30,0,1,8,0,3.251629167
1,13,2,0,0,0,0,1,9,0,3.39274741
1,13,2,0,0,0,0,1,9,0,3.334679141
1,11,5,2,0,7,0,1,3,0,2.732158891
1,18,5,1,1,0,0,1,7,0,3.260784558
1,16,5,0,2,1,0,2,3,0,3.327819531
1,72,12,0,0,37,0,12,6,0,4.1555803
1,29,2,0,0,2,0,2,16,2,4.073329702
1,16,2,1,0,0,0,1,12,0,3.327819531
1,10,1,0,0,0,0,1,6,0,3.121928095
1,12,3,3,0,0,0,1,4,0,2.855388542
1,16,3,1,0,0,0,2,3,0,3.577819531
1,41,2,3,6,5,1,2,5,0,4.125129443
1,21,6,1,1,2,0,2,3,0,3.522571589
1,35,2,1,0,4,0,2,8,4,4.128724445
1,16,5,0,0,0,0,2,3,0,3.077819531
1,15,5,0,0,0,0,2,6,0,3.189898095
1,25,2,0,0,0,0,2,12,0,3.78346519
1,27,4,0,1,1,0,3,3,0,3.485825928
1,14,4,0,0,9,0,2,3,0,3.039148672
1,25,3,0,0,0,0,3,3,0,3.643074189
1,11,2,4,0,13,0,1,8,0,2.845350937
1,16,2,0,0,0,0,1,13,0,3.75
1,6,1,0,0,2,0,1,3,0,2.584962501
1,19,2,1,0,0,0,2,3,0,3.431623566
1,16,3,0,1,4,0,3,3,0,3.280639062
1,19,2,1,0,0,0,2,12,0,2.945038698
1,10,4,0,2,1,0,1,6,0,2.646439345
1,9,2,1,1,17,0,1,5,0,2.947702779
1,18,3,0,0,0,0,2,3,0,3.614369446
1,23,2,1,0,4,1,1,9,4,3.621175543
1,28,6,1,14,5,0,5,3,0,3.794336066
1,18,6,1,1,2,0,2,3,0,3.308270835
1,13,2,0,0,4,0,1,9,0,3.39274741
1,7,1,0,0,8,0,1,4,0,2.521640636
1,17,6,1,7,8,0,2,3,0,3.175123135
1,11,2,0,2,21,0,1,7,0,3.277613437
1,24,5,0,0,1,0,4,5,0,3.351227481
1,22,3,0,0,1,0,2,3,0,3.42511855
1,9,6,1,1,2,0,1,5,0,2.641604168
1,63,10,1,0,23,0,10,6,0,4.163965146
1,9,2,0,0,22,0,1,5,0,2.947702779
1,20,2,0,0,1,0,1,16,0,3.68418372
1,23,2,0,0,0,0,2,3,0,3.762267391
1,19,3,0,0,0,0,1,15,0,3.616348566
1,23,2,3,0,2,1,2,3.5,0,3.46857663
1,21,2,0,0,0,0,2,15,0,3.689703732
1,21,2,1,1,48,0,2,5,2,3.427333494
1,19,2,9,0,8,0,2,8,0,3.431623566
1,33,5,1,0,1,0,5,8,0,3.942438726
1,14,2,0,0,0,0,2,3,0,2.950212065
1,35,5,1,0,3,1,2,8,0,4.128724445
1,18,6,0,2,7,0,3,3,0,3.572431251
1,12,1,1,0,20,0,1,4,1,3.251629167
1,13,2,0,0,1,0,2,3,0,3.026986833
1,14,3,0,0,4,0,2,7,1,3.182005815
1,18,3,3,0,0,0,2,12,0,3.683542362
1,15,5,1,0,0,0,1,11,0,3.240223929
1,108,10,3,0,22,1,10,3,0,4.576511814
1,11,3,1,0,0,0,2,10.5,0,3.60385619
1,16,2,1,0,0,0,1,12,0,3.280639062
1,16,3,0,0,11,0,2,9,0,3.452819531
1,20,3,0,0,0,0,3,3,0,3.48418372
1,19,3,0,0,0,0,2,3,0,3.286629487
1,11,3,1,0,15,1,3,2,2,2.481714573
1,11,2,0,0,2,0,2,3,0,2.845350937
1,14,1,0,2,0,0,1,11,0,3.039148672
1,13,3,1,0,0,0,2,3,0,3.026986833
1,22,3,0,0,0,0,2,3,0,3.754441846
1,17,1,1,0,6,0,1,13,0,3.690116518
1,22,2,4,0,1,0,2,6,0,3.845350937
1,29,2,0,0,1,0,2,17,1,4.142295219
1,14,6,1,1,2,0,2,3,0,3.039148672
1,17,2,0,0,4,0,2,3,0,3.175123135
1,12,6,2,0,9,1,3,2,2,2.688721876
1,17,6,1,7,8,0,2,3,0,3.337175341
1,29,2,2,0,5,1,2,4.666666667,5,4.185230133
1,12,6,1,1,2,0,2,2,0,2.855388542
1,25,3,0,0,21,0,2,3,0,3.78346519
1,20,2,0,0,0,0,2,8,0,3.68418372
1,36,2,1,0,3,1,2,12,3,4.270910335
1,16,3,1,2,38,0,2,3,0,3.327819531
1,25,2,0,1,0,0,2,15,0,3.70346519
1,16,2,1,0,0,0,2,3,0,3.452819531
1,16,3,6,0,15,0,1,13,0,3.25
1,23,2,0,0,1,0,2,14,0,3.447262499
1,37,3,1,6,5,1,2,9,0,4.003259028
1,18,3,0,0,0,0,2,3,0,3.46132014
1,30,2,0,0,0,0,2,17,0,3.939572262
1,22,7,1,7,8,0,3,3,0,3.572623664
1,13,2,1,1,7,0,1,9,0,3.700439718
1,31,3,2,0,5,1,2,5,5,4.002268084
1,12,5,1,7,8,0,1,8,0,3.084962501
1,20,3,0,0,0,0,3,2,0,3.20869497
1,22,3,1,0,0,0,2,3,0,3.538310596
1,19,4,0,0,0,0,2,12,0,3.431623566
1,26,4,0,1,6,1,3,12,4,3.796217603
1,23,4,0,0,0,0,3,3,0,3.522711956
1,165,13,0,0,31,1,13,6,0,4.816085018
1,17,4,1,2,1,0,2,3,0,3.4548224
1,20,2,1,0,0,0,1,15,0,3.40869497
1,6,1,0,0,1,0,1,3,0,2.584962501
1,21,1,1,0,0,0,1,8.5,0,3.617809684
1,25,3,0,0,0,0,2,3,0,3.75326969
1,6,1,0,0,0,0,1,3,0,2.584962501
1,10,5,0,0,2,0,1,6,1,3.121928095
1,18,3,0,0,2,0,2,3,0,3.419381946
1,37,4,0,0,4,1,4,5,0,3.678934704
1,34,2,1,0,3,1,2,3,0,4.057476076
1,20,4,0,0,28,0,3,6,0,3.58418372
1,16,2,0,0,0,0,2,9,0,3.875
1,34,4,0,0,0,0,4,3,0,3.522189872
1,13,2,0,0,2,0,1,9,0,3.39274741
1,18,2,0,0,0,0,1,14,0,3.725480557
1,10,3,1,0,2,0,2,3,1,2.921928095
1,29,2,1,0,21,0,2,19,0,3.538509874
1,12,2,1,3,25,0,1,8,0,3.418295834
1,15,4,0,0,1,0,2,8,1,3.323231429
1,15,1,1,0,1,0,1,12,0,3.640223929
1,23,2,0,0,1,0,2,12,0,3.588354347
1,21,4,3,0,0,0,2,3,0,3.725650756
1,15,1,0,0,21,0,1,11,0,3.640223929
1,6,3,1,0,5,0,2,43,0,2.855388542
1,27,1,1,0,27,0,1,23,0,3.884155095
1,27,6,0,0,0,0,5,2,0,3.278061466
1,39,3,3,0,0,0,3,4.5,0,3.925926578
1,18,2,0,0,0,0,1,14,0,3.239097918
1,74,2,0,0,9,1,2,63,9,4.479544332
1,33,5,2,0,1,0,5,8,0,3.942438726
1,13,3,0,0,0,0,2,3,0,3.026986833
1,22,3,0,0,0,0,2,15,0,3.351953074
1,18,2,0,0,0,0,1,14,0,3.572431251
1,20,5,0,0,0,0,1,17,0,3.68418372
1,24,5,0,0,0,0,2,15,0,3.319773835
1,20,3,0,0,3,0,2,3,0,3.48418372
1,27,3,2,2,0,0,3,3,0,3.930270372
1,33,5,2,0,1,0,5,8,0,3.942438726
1,13,3,2,0,0,0,1,4.5,0,3.026986833
1,13,2,1,1,7,0,1,8,0,3.39274741
1,17,3,1,0,0,0,2,2,0,3.337175341
1,31,5,3,11,9,0,4,7,0,3.744203568
1,34,3,0,0,4,0,2,19,1,4.653495562
1,11,6,1,7,8,0,1,7,0,3.095795255
1,14,7,1,1,2,0,2,3,0,2.896291529
1,21,6,0,0,1,0,2,3,0,3.880179923
1,20,3,0,0,0,0,2,3,0,3.58418372
1,141,12,1,1,38,1,12,6,0,4.734494291
1,63,10,1,1,23,0,10,6,0,4.163965146
1,24,3,1,0,0,0,2,3,0,3.823934896
1,23,5,0,0,36,0,4,3,0,3.534219021
1,25,3,1,0,0,0,2,3,0,3.43326969
1,25,2,2,0,7,0,1,21,1,3.54346519
1,9,3,0,1,13,0,1,5,0,2.419381946
1,30,2,1,0,4,1,2,8.5,4,4.148394346
1,18,2,0,0,19,0,2,4,0,3.46132014
1,20,2,1,0,0,0,2,3,0,3.446439345
1,10,1,1,0,0,0,1,3,0,3.321928095
1,16,2,0,0,0,0,2,3,0,3.155639062
1,17,2,0,0,0,0,2,3,0,3.572469459
1,24,3,1,0,0,0,2,6.5,0,3.720175521
1,25,2,0,0,0,0,2,3,0,3.75326969
1,6,4,0,0,0,0,3,23,0,3.419381946
1,13,1,1,0,0,0,1,9,0,3.238901257
1,30,13,1,1,0,0,5,2,0,3.577747163
1,33,5,1,0,1,0,5,8,0,3.942438726
1,18,5,1,1,0,0,1,7,0,3.572431251
1,20,6,0,0,1,0,2,3,1,3.446439345
1,24,3,1,0,0,0,2,3,0,3.668295834
1,40,4,2,0,6,1,4,3,0,3.956198333
1,19,3,1,0,1,0,2,9,0,3.115834092
1,13,2,0,0,1,0,1,9,0,3.39274741
1,14,3,0,0,0,0,2,5,0,3.235926351
1,33,5,0,0,1,0,5,8,0,3.942438726
1,14,1,0,0,0,0,1,10,0,3.521640636
1,21,6,0,1,1,0,2,3,0,3.522571589
1,15,4,0,0,12,1,3,3,3,2.36559623
1,14,5,0,2,1,0,2,3,0,2.807354922
1,14,3,0,0,0,0,2,3,0,3.182005815
1,19,2,2,0,17,0,2,3,0,3.431623566
1,22,3,2,0,0,0,2,3,0,3.697845823
1,21,5,1,0,19,0,3,6,0,3.308751351
1,14,7,1,1,2,0,2,3,0,2.896291529
1,18,2,1,0,0,0,2,8,0,3.080500531
1,11,2,0,0,0,0,1,44,0,3.240223929
1,19,1,0,1,0,0,1,15,0,3.511085408
1,34,2,2,0,0,0,2,6.333333333,0,3.830725901
1,22,2,1,0,1,0,1,8,0,3.720128777
1,20,1,2,0,0,0,1,16,0,3.40869497
1,22,2,1,0,0,0,2,3,0,3.754441846
1,14,2,0,0,22,0,2,3,0,3.182005815
1,23,4,0,0,0,0,4,2,0,3.294663586
1,12,2,0,0,23,0,2,3,0,2.855388542
1,14,7,1,1,2,0,2,3,0,2.896291529
1,18,3,0,0,0,0,3,3,0,3.308270835
1,16,3,0,0,1,0,2,4,0,3.25
